onetsoc_code	title	title_nb	description	description_nb	changed
"39-3011.00"	"Gambling Dealers"	"Croupier"	"Operate table games. Stand or sit behind table and operate games of chance by dispensing the appropriate number of cards or blocks to players, or operating other gaming equipment. Distribute winnings or collect players' money or chips. May compare the house's hand against players' hands."	"Leder bordspill. Står eller sitter ved bordet og leder sjansespill ved å dele ut rett mengde kort eller brikker til spillere, eller betjener annet gamingutstyr. Deler ut gevinster eller samler inn penger eller sjetonger fra gjestene. Kan sammenlikne husets hånd med spillernes."	"2017-05-26"
"39-3012.00"	"Gambling and Sports Book Writers and Runners"	"Bookmaker og operatør ved sport og spill"	"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets presented by patrons and payout winnings for those wagers."	"Gir informasjon som lar kunder vedde på ulike løp og sportsarrangementer. Assisterer i driften av spill som keno og bingo. Kan betjene utstyr som genererer tilfeldige tall, og lese opp tallene for gjestene. Mottar, verifiserer og noterer innsats fra gjester. Skanner og behandler vinnerlodd gjester kommer med, og betaler ut gevinster."	"2017-05-26"
"39-3019.00"	"Gambling Service Workers, All Other"	"Arbeidere ved spill, alle andre"	"All gaming service workers not listed separately."	"Alle arbeidere innen spill som ikke er ført opp separat."	"2017-05-26"
"39-3021.00"	"Motion Picture Projectionists"	"Kinomaskinist"	"Set up and operate motion picture projection and related sound reproduction equipment."	"Setter opp og betjener utstyr for kinoframvisning og tilhørende lydutstyr."	"2017-05-26"
"39-3031.00"	"Ushers, Lobby Attendants, and Ticket Takers"	"Dørvakt, lobbyvert og billettør"	"Assist patrons at entertainment events by performing duties, such as collecting admission tickets and passes from patrons, assisting in finding seats, searching for lost articles, and locating such facilities as rest rooms and telephones."	"Assisterer gjester ved underholdningsarrangementer ved å utføre oppgaver som å samle inn inngangsbilletter og -pass fra gjester, hjelpe til med å finne seter, lete etter mistede gjenstander og å finne fasiliteter som toaletter og telefoner."	"2017-05-26"
"39-3091.00"	"Amusement and Recreation Attendants"	"Underholdnings- og rekreasjonsvert"	"Perform variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides."	"Tjener som vertskap ved underholdnings- eller fritidsområder. Kan planlegge bruk av rekreasjonsfasiliteter, vedlikeholde og dele ut utstyr til deltakere på idretts- eller hobbyarrangementer, eller betjener boder og karuseller i fornøyelsesparker."	"2017-05-26"
"39-3092.00"	"Costume Attendants"	"Kostymedesigner"	"Select, fit, and take care of costumes for cast members, and aid entertainers. May assist with multiple costume changes during performances."	"Velger ut, tilpasser og ivaretar kostymer for en rollebesetning og bistår underholdere. Kan hjelpe til med flere kostymeskift under en forestilling."	"2017-05-26"
"39-3093.00"	"Locker Room, Coatroom, and Dressing Room Attendants"	"Garderobevakt"	"Provide personal items to patrons or customers in locker rooms, dressing rooms, or coatrooms."	"Gir ut personlige eiendeler til gjester eller kunder i diverse garderober."	"2017-05-26"
"39-3099.00"	"Entertainment Attendants and Related Workers, All Other"	"Underholdningsverter og liknende, alle andre"	"All entertainment attendants and related workers not listed separately."	"Alle underholdningsverter og liknende som ikke er ført opp separat."	"2017-05-26"
"39-4011.00"	"Embalmers"	"Preparant"	"Prepare bodies for interment in conformity with legal requirements."	"Klargjør avdøde før begravelse i henhold til lovkrav."	"2017-05-26"
"39-4012.00"	"Crematory Operators"	"Krematriearbeider"	"Operate crematory equipment to reduce human or animal remains to bone fragments in accordance with state and local regulations. Duties may include preparing the body for cremation and performing general maintenance on crematory equipment. May use traditional flame-based cremation, calcination, or alkaline hydrolysis."		"2022-04-25"
"39-4021.00"	"Funeral Attendants"	"Gravferdskonsulent"	"Perform variety of tasks during funeral, such as placing casket in parlor or chapel prior to service; arranging floral offerings or lights around casket; directing or escorting mourners; closing casket; and issuing and storing funeral equipment."	"Utfører en rekke oppgaver ved begravelser, som å plassere kisten i lokalet eller kapellet før seremonien; sette opp blomster eller lys rund kisten; delegere eller eskortere sørgende; lukke kisten; og å dele ut og oppbevare begravelsesutstyr."	"2017-05-26"
"39-4031.00"	"Morticians, Undertakers, and Funeral Arrangers"	"Begravelsesagent og innehaver av begravelsesbyrå"	"Perform various tasks to arrange and direct funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners."	"Utfører en rekke oppgaver for å arrangere og lede begravelsesseremonier, som å samordne transport av avdøde til likhus, samtale med familie eller annet autorisert personell for å avtale detaljer, velge ut kistebærere, hjelpe til med å finne religiøs tjenestemann til religiøse riter, og å tilby transport for de sørgende."	"2017-05-26"
"39-5011.00"	"Barbers"	"Barberer"	"Provide barbering services, such as cutting, trimming, shampooing, and styling hair, trimming beards, or giving shaves."	"Tilbyr barbertjenester som klipping, trimming, vask og styling, trimmer skjegg eller barberer"	"2017-05-26"
"39-5012.00"	"Hairdressers, Hairstylists, and Cosmetologists"	"Frisør, hårstylist og kosmetolog"	"Provide beauty services, such as shampooing, cutting, coloring, and styling hair, and massaging and treating scalp. May apply makeup, dress wigs, perform hair removal, and provide nail and skin care services."	"Tilbyr skjønnhetstjenester, som vask, klipp, farging og styling av hår, og å massere og pleie hodebunnen. Kan sminke, sette parykker, utføre hårfjerning og tilby negl- og hudpleietjenester."	"2017-05-26"
"39-5091.00"	"Makeup Artists, Theatrical and Performance"	"Makeupartist, teater og forestilling"	"Apply makeup to performers to reflect period, setting, and situation of their role."	"Sminker utøvere for å vise korrekt tidsperiode, setting og situasjon for rollen."	"2017-05-26"
"39-5092.00"	"Manicurists and Pedicurists"	"Manikyrist og pedikyrist"	"Clean and shape customers' fingernails and toenails. May polish or decorate nails."	"Rengjør og former finger- og tånegler for kunder. Kan polere eller dekorere negler."	"2017-05-26"
"39-5093.00"	"Shampooers"	"Sjamponist"	"Shampoo and rinse customers' hair."	"Sjamponerer og vasker håret til kundene."	"2017-05-26"
"39-5094.00"	"Skincare Specialists"	"Hudpleiespesialist"	"Provide skincare treatments to face and body to enhance an individual's appearance. Includes electrologists and laser hair removal specialists."	"Gir hudpleiebehandling på ansikt og kropp for å forbedre utseendet. Inkluderer spesialister på hårfjerning med elektrisitet og laser."	"2017-05-26"
"39-6011.00"	"Baggage Porters and Bellhops"	"Bagasjebærer og pikkolo"	"Handle baggage for travelers at transportation terminals or for guests at hotels or similar establishments."	"Tar hånd om bagasje for reisende på skyssterminaler eller for gjester ved hoteller og liknende."	"2017-05-26"
"39-6012.00"	"Concierges"	"Portvakt"	"Assist patrons at hotel, apartment, or office building with personal services. May take messages, arrange or give advice on transportation, business services or entertainment, or monitor guest requests for housekeeping and maintenance."	"Bistår gjester ved hoteller, leilighetskomplekser eller kontorbygg med personlig service. Kan ta beskjeder, ordne med eller gi råd om transport, forretningsservice eller underholdning, eller følge med på forespørsler fra gjester om rengjøring og vedlikehold."	"2017-05-26"
"39-7011.00"	"Tour Guides and Escorts"	"Guide"	"Escort individuals or groups on sightseeing tours or through places of interest, such as industrial establishments, public buildings, and art galleries."	"Ledsager enkeltpersoner eller grupper på sightseeingturer eller interessepunkter, som industriområder, offentlige bygninger og kunstgallerier."	"2017-05-26"
"39-7012.00"	"Travel Guides"	"Reiseleder"	"Plan, organize, and conduct long distance travel, tours, and expeditions for individuals and groups."	"Planlegger, organiserer og gjennomfører langdistansereiser, turer og ekspedisjoner for enkeltpersoner og grupper."	"2017-05-26"
"39-9011.00"	"Childcare Workers"	"Barnepleier"	"Attend to children at schools, businesses, private households, and childcare institutions. Perform a variety of tasks, such as dressing, feeding, bathing, and overseeing play."	"Passer barn ved skoler, firmaer, private hjem og barnepleieinstitusjoner. Utfører en rekke oppgaver som å kle på, mate, dusje og passe på lek."	"2017-05-26"
"39-9011.01"	"Nannies"	"Barnepike"	"Care for children in private households and provide support and expertise to parents in satisfying children's physical, emotional, intellectual, and social needs. Duties may include meal planning and preparation, laundry and clothing care, organization of play activities and outings, discipline, intellectual stimulation, language activities, and transportation."	"Passer og steller barn i private hjem og gir støtte og ekspertise til foreldre for å tilfredsstille barns fysiske, emosjonelle, intellektuelle og sosiale behov. Oppgaver kan omfatte planlegging og tilberedning av måltid, ta seg av klær og skittentøy, organisere lek og turer, disiplin, intellektuell stimulering, språklige aktiviteter og skyss."	"2017-05-26"
"39-9031.00"	"Exercise Trainers and Group Fitness Instructors"	"Personlig trener og aerobicsinstruktør"	"Instruct or coach groups or individuals in exercise activities. Demonstrate techniques and form, observe participants, and explain to them corrective measures necessary to improve their skills."	"Instruerer eller trener grupper eller enkeltpersoner i treningsøvelser. Demonstrerer teknikker og form, observerer deltakere og forklarer korrigerende tiltak for dem for å forbedre ferdighetene deres."	"2017-05-26"
"39-9032.00"	"Recreation Workers"	"Fritidsarbeider"	"Conduct recreation activities with groups in public, private, or volunteer agencies or recreation facilities. Organize and promote activities, such as arts and crafts, sports, games, music, dramatics, social recreation, camping, and hobbies, taking into account the needs and interests of individual members."	"Leder fritidsaktiviteter med grupper ved offentlige, private eller frivillige virksomheter eller fritidsområder. Organiserer og reklamerer for aktiviteter som kunst og håndverk, sport, spill, musikk, drama, sosiale fritidsaktiviteter, camping og hobbyer, og tar i betraktning behov og interesser til enkeltmedlemmer."	"2017-05-26"
